date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:44:22	1541/1541	---M--	200	added ('OK')	text/plain	etag:%22605-5baa03ccaa340%22	https://www.cis.rit.edu/robots.txt		(from )
10:44:22	465/465	---M--	200	added ('OK')	text/html	etag:%221d1-57cec5e504c00%22	https://www.cis.rit.edu/htbooks/nmr/	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/index.html	(from )
10:44:22	909/909	---M--	200	added ('OK')	image/gif	etag:%2238d-47663f6f60200%22	https://www.cis.rit.edu/htbooks/nmr/images/icon.gif	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/images/icon.gif	(from https://www.cis.rit.edu/htbooks/nmr/)
10:44:22	11721/11721	---M--	200	added ('OK')	image/gif	etag:%222dc9-3577758d1c840%22	https://www.cis.rit.edu/htbooks/nmr/images/title.gif	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/images/title.gif	(from https://www.cis.rit.edu/htbooks/nmr/)
10:44:22	8285/8285	---M--	200	added ('OK')	image/gif	etag:%22205d-3577758d1c840%22	https://www.cis.rit.edu/htbooks/nmr/images/cover-sp.gif	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/images/cover-sp.gif	(from https://www.cis.rit.edu/htbooks/nmr/)
10:44:22	478/478	---M--	200	added ('OK')	text/html	etag:%221de-47663d9fe3c80%22	https://www.cis.rit.edu/htbooks/nmr/inside.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/inside.html	(from https://www.cis.rit.edu/htbooks/nmr/)
10:44:23	1168/1168	---M--	200	added ('OK')	image/gif	etag:%22490-3577758d1c840%22	https://www.cis.rit.edu/htbooks/nmr/images/open.gif	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/images/open.gif	(from https://www.cis.rit.edu/htbooks/nmr/)
10:44:23	4510/4510	---M--	200	added ('OK')	text/html	etag:%22119e-5455fa8c13fc0%22	https://www.cis.rit.edu/htbooks/nmr/contents.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/contents.html	(from https://www.cis.rit.edu/htbooks/nmr/inside.htm)
10:44:23	331/331	---M--	200	added ('OK')	text/html	etag:%2214b-356b300ff5480%22	https://www.cis.rit.edu/htbooks/nmr/ribbon.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/ribbon.html	(from https://www.cis.rit.edu/htbooks/nmr/inside.htm)
10:44:23	1990/1990	---M--	200	added ('OK')	text/html	etag:%227c6-5455fa14de680%22	https://www.cis.rit.edu/htbooks/nmr/author.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/author.html	(from https://www.cis.rit.edu/htbooks/nmr/inside.htm)
10:44:24	7018/7018	---M--	200	added ('OK')	text/html	etag:%221b6a-5455fecd2c940%22	https://www.cis.rit.edu/htbooks/nmr/preface.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/preface.html	(from https://www.cis.rit.edu/htbooks/nmr/contents.htm)
10:44:24	6665/6665	---M--	200	added ('OK')	text/html	etag:%221a09-5455f771aad80%22	https://www.cis.rit.edu/htbooks/nmr/chap-1/chap-1.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-1/chap-1.html	(from https://www.cis.rit.edu/htbooks/nmr/contents.htm)
10:44:24	10814/10814	---M--	200	added ('OK')	text/html	etag:%222a3e-5455f793ffe80%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.html	(from https://www.cis.rit.edu/htbooks/nmr/contents.htm)
10:44:25	28789/28789	---M--	200	added ('OK')	text/html	etag:%227075-5455f7b284680%22	https://www.cis.rit.edu/htbooks/nmr/chap-3/chap-3.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-3/chap-3.html	(from https://www.cis.rit.edu/htbooks/nmr/contents.htm)
10:44:25	14408/14408	---M--	200	added ('OK')	text/html	etag:%223848-5455f7ce2c7c0%22	https://www.cis.rit.edu/htbooks/nmr/chap-4/chap-4.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-4/chap-4.html	(from https://www.cis.rit.edu/htbooks/nmr/contents.htm)
10:44:25	17466/17466	---M--	200	added ('OK')	text/html	etag:%22443a-5455f7e13f4c0%22	https://www.cis.rit.edu/htbooks/nmr/chap-5/chap-5.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-5/chap-5.html	(from https://www.cis.rit.edu/htbooks/nmr/contents.htm)
10:44:25	6231/6231	---M--	200	added ('OK')	text/html	etag:%221857-5455f7fecfa80%22	https://www.cis.rit.edu/htbooks/nmr/chap-6/chap-6.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-6/chap-6.html	(from https://www.cis.rit.edu/htbooks/nmr/contents.htm)
10:44:25	30187/30187	---M--	200	added ('OK')	text/html	etag:%2275eb-5455f81a77bc0%22	https://www.cis.rit.edu/htbooks/nmr/chap-7/chap-7.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-7/chap-7.html	(from https://www.cis.rit.edu/htbooks/nmr/contents.htm)
10:44:26	31967/31967	---M--	200	added ('OK')	text/html	etag:%227cdf-5455f84562100%22	https://www.cis.rit.edu/htbooks/nmr/chap-8/chap-8.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-8/chap-8.html	(from https://www.cis.rit.edu/htbooks/nmr/contents.htm)
10:44:26	14689/14689	---M--	200	added ('OK')	text/html	etag:%223961-5455f85a5d280%22	https://www.cis.rit.edu/htbooks/nmr/chap-9/chap-9.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-9/chap-9.html	(from https://www.cis.rit.edu/htbooks/nmr/contents.htm)
10:44:26	10629/10629	---M--	200	added ('OK')	text/html	etag:%222985-5455f88bf4780%22	https://www.cis.rit.edu/htbooks/nmr/chap-10/chap-10.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-10/chap-10.html	(from https://www.cis.rit.edu/htbooks/nmr/contents.htm)
10:44:26	21418/21418	---M--	200	added ('OK')	text/html	etag:%2253aa-5455f8a0ef900%22	https://www.cis.rit.edu/htbooks/nmr/chap-11/chap-11.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-11/chap-11.html	(from https://www.cis.rit.edu/htbooks/nmr/contents.htm)
10:44:26	1194/1194	---M--	200	added ('OK')	text/html	etag:%224aa-356b2e2d66200%22	https://www.cis.rit.edu/htbooks/nmr/chap-12/chap-12.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-12/chap-12.html	(from https://www.cis.rit.edu/htbooks/nmr/contents.htm)
10:44:27	13523/13523	---M--	200	added ('OK')	text/html	etag:%2234d3-5455fb4cb8640%22	https://www.cis.rit.edu/htbooks/nmr/gloss.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/gloss.html	(from https://www.cis.rit.edu/htbooks/nmr/contents.htm)
10:44:27	4932/4932	---M--	200	added ('OK')	text/html	etag:%221344-5455f9032a0c0%22	https://www.cis.rit.edu/htbooks/nmr/symbols.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/symbols.html	(from https://www.cis.rit.edu/htbooks/nmr/contents.htm)
10:44:27	4870/4870	---M--	200	added ('OK')	text/html	etag:%221306-5455fc3847200%22	https://www.cis.rit.edu/htbooks/nmr/refs/refs.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/refs/refs.html	(from https://www.cis.rit.edu/htbooks/nmr/contents.htm)
10:44:27	966/966	---M--	200	added ('OK')	text/html	etag:%223c6-57cecdcf93940%22	https://www.cis.rit.edu/htbooks/nmr/statist/statist.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/statist/statist.html	(from https://www.cis.rit.edu/htbooks/nmr/contents.htm)
10:44:27	2272/2272	---M--	200	added ('OK')	text/html	etag:%228e0-4559a5eb3aa40%22	https://www.cis.rit.edu/htbooks/nmr/order.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/order.html	(from https://www.cis.rit.edu/htbooks/nmr/contents.htm)
10:44:28	382/382	---M--	200	added ('OK')	text/html	etag:%2217e-5455fb6d252c0%22	https://www.cis.rit.edu/htbooks/nmr/bnmr.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/bnmr.html	(from https://www.cis.rit.edu/htbooks/nmr/contents.htm)
10:44:28	30545/30545	---M--	200	added ('OK')	image/jpeg	etag:%227751-452899bc1a900%22	https://www.cis.rit.edu/htbooks/nmr/images/hornak-1.jpg	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/images/hornak-1.jpg	(from https://www.cis.rit.edu/htbooks/nmr/author.htm)
10:44:28	465/465	---M--	200	added ('OK')	text/html	etag:%221d1-57cec5e504c00%22	https://www.cis.rit.edu/htbooks/nmr/index.html	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/index-2.html	(from https://www.cis.rit.edu/htbooks/nmr/author.htm)
10:44:29	31441/31441	---M--	200	added ('OK')	image/gif	etag:%227ad1-3577758d1c840%22	https://www.cis.rit.edu/htbooks/nmr/images/3-win.gif	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/images/3-win.gif	(from https://www.cis.rit.edu/htbooks/nmr/preface.htm)
10:44:29	833/833	---M--	200	added ('OK')	image/gif	etag:%22341-3577758d1c840%22	https://www.cis.rit.edu/htbooks/nmr/images/ref.gif	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/images/ref.gif	(from https://www.cis.rit.edu/htbooks/nmr/preface.htm)
10:44:29	826/826	---M--	200	added ('OK')	image/gif	etag:%2233a-3577758d1c840%22	https://www.cis.rit.edu/htbooks/nmr/images/start.gif	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/images/start.gif	(from https://www.cis.rit.edu/htbooks/nmr/preface.htm)
10:44:29	829/829	---M--	200	added ('OK')	image/gif	etag:%2233d-3577758d1c840%22	https://www.cis.rit.edu/htbooks/nmr/images/play.gif	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/images/play.gif	(from https://www.cis.rit.edu/htbooks/nmr/preface.htm)
10:44:30	139/139	---M--	200	added ('OK')	text/html	etag:%228b-356b2dbcdd880%22	https://www.cis.rit.edu/htbooks/nmr/chap-1/a1-1.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-1/a1-1.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-1/chap-1.htm)
10:44:30	139/139	---M--	200	added ('OK')	text/html	etag:%228b-356b2dbcdd880%22	https://www.cis.rit.edu/htbooks/nmr/chap-1/a1-2.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-1/a1-2.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-1/chap-1.htm)
10:44:30	139/139	---M--	200	added ('OK')	text/html	etag:%228b-356b2dbcdd880%22	https://www.cis.rit.edu/htbooks/nmr/chap-1/a1-3.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-1/a1-3.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-1/chap-1.htm)
10:44:30	139/139	---M--	200	added ('OK')	text/html	etag:%228b-356b2dbfb9f40%22	https://www.cis.rit.edu/htbooks/nmr/chap-1/a1-4.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-1/a1-4.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-1/chap-1.htm)
10:44:30	166/166	---M--	200	added ('OK')	text/html	etag:%22a6-356b2dbfb9f40%22	https://www.cis.rit.edu/htbooks/nmr/chap-1/a3-1.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-1/a3-1.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-1/chap-1.htm)
10:44:31	138/138	---M--	200	added ('OK')	text/html	etag:%228a-356b2dc0ae180%22	https://www.cis.rit.edu/htbooks/nmr/chap-1/a3-2.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-1/a3-2.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-1/chap-1.htm)
10:44:31	140/140	---M--	200	added ('OK')	text/html	etag:%228c-356b2dc0ae180%22	https://www.cis.rit.edu/htbooks/nmr/chap-1/a3-3.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-1/a3-3.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-1/chap-1.htm)
10:44:31	137/137	---M--	200	added ('OK')	text/html	etag:%2289-356b2dc38a840%22	https://www.cis.rit.edu/htbooks/nmr/chap-1/a3-4.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-1/a3-4.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-1/chap-1.htm)
10:44:31	139/139	---M--	200	added ('OK')	text/html	etag:%228b-356b2dc38a840%22	https://www.cis.rit.edu/htbooks/nmr/chap-1/a3-5.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-1/a3-5.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-1/chap-1.htm)
10:44:32	151/151	---M--	200	added ('OK')	text/html	etag:%2297-356b2dc47ea80%22	https://www.cis.rit.edu/htbooks/nmr/chap-1/a3-6.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-1/a3-6.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-1/chap-1.htm)
10:44:32	250/250	---M--	200	added ('OK')	text/html	etag:%22fa-356b2dc47ea80%22	https://www.cis.rit.edu/htbooks/nmr/chap-1/a3-7.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-1/a3-7.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-1/chap-1.htm)
10:44:32	274/274	---M--	200	added ('OK')	text/html	etag:%22112-356b2dc47ea80%22	https://www.cis.rit.edu/htbooks/nmr/chap-1/a3-8.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-1/a3-8.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-1/chap-1.htm)
10:44:32	135/135	---M--	200	added ('OK')	text/html	etag:%2287-356b2dc75b140%22	https://www.cis.rit.edu/htbooks/nmr/chap-1/a3-9.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-1/a3-9.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-1/chap-1.htm)
10:44:33	623/623	---M--	200	added ('OK')	text/html	etag:%2226f-3658926340400%22	https://www.cis.rit.edu/htbooks/nmr/chap-1/a3-10.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-1/a3-10.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-1/chap-1.htm)
10:44:33	135/135	---M--	200	added ('OK')	text/html	etag:%2287-356b2e4ec70c0%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/b1-1.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/b1-1.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:33	137/137	---M--	200	added ('OK')	text/html	etag:%2289-356b2e4ec70c0%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/b1-2.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/b1-2.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:33	138/138	---M--	200	added ('OK')	text/html	etag:%228a-356b2e51a3780%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/b1-3.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/b1-3.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:33	134/134	---M--	200	added ('OK')	text/html	etag:%2286-356b2e51a3780%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/b2-1.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/b2-1.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:34	134/134	---M--	200	added ('OK')	text/html	etag:%2286-356b2e51a3780%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/b2-2.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/b2-2.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:34	139/139	---M--	200	added ('OK')	text/html	etag:%228b-356b2e52979c0%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/b2-3.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/b2-3.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:34	135/135	---M--	200	added ('OK')	text/html	etag:%2287-356b2e52979c0%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/b2-4.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/b2-4.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:34	269/269	---M--	200	added ('OK')	image/gif	etag:%2210d-356b2e3f84cc0%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/images/f2-1.gif	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/images/f2-1.gif	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:35	252/252	---M--	200	added ('OK')	image/gif	etag:%22fc-356b2e4261380%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/images/f2-2.gif	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/images/f2-2.gif	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:35	139/139	---M--	200	added ('OK')	text/html	etag:%228b-356b2e5574080%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/b3-1.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/b3-1.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:35	868/868	---M--	200	added ('OK')	image/gif	etag:%22364-356b2e4261380%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/images/f2-3.gif	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/images/f2-3.gif	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:35	139/139	---M--	200	added ('OK')	text/html	etag:%228b-356b2e5574080%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/b3-2.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/b3-2.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:35	307/307	---M--	200	added ('OK')	text/html	etag:%22133-357785b34a200%22	https://www.cis.rit.edu/htbooks/nmr/refs/ref-07.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/refs/ref-07.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:36	339/339	---M--	200	added ('OK')	text/html	etag:%22153-357785b34a200%22	https://www.cis.rit.edu/htbooks/nmr/refs/ref-06.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/refs/ref-06.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:36	137/137	---M--	200	added ('OK')	text/html	etag:%2289-356b2e5574080%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/b4-1.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/b4-1.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:36	139/139	---M--	200	added ('OK')	text/html	etag:%228b-356b2e56682c0%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/b4-2.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/b4-2.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:36	438/438	---M--	200	added ('OK')	image/gif	etag:%221b6-356b2e4a02580%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/images/matrix.gif	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/images/matrix.gif	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:37	136/136	---M--	200	added ('OK')	text/html	etag:%2288-356b2e56682c0%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/b5-1.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/b5-1.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:37	136/136	---M--	200	added ('OK')	text/html	etag:%2288-356b2e5944980%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/b5-2.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/b5-2.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:37	136/136	---M--	200	added ('OK')	text/html	etag:%2288-356b2e5944980%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/b5-3.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/b5-3.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:37	136/136	---M--	200	added ('OK')	text/html	etag:%2288-356b2e5944980%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/b5-4.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/b5-4.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:38	136/136	---M--	200	added ('OK')	text/html	etag:%2288-356b2e5a38bc0%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/b5-5.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/b5-5.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:38	138/138	---M--	200	added ('OK')	text/html	etag:%228a-356b2e5a38bc0%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/b6-1.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/b6-1.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:38	332/332	---M--	200	added ('OK')	text/html	etag:%2214c-357785b34a200%22	https://www.cis.rit.edu/htbooks/nmr/refs/ref-04.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/refs/ref-04.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:38	65/65	---M--	200	added ('OK')	image/gif	etag:%2241-356b2e3bb43c0%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/images/conv-sym.gif	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/images/conv-sym.gif	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:38	527/527	---M--	200	added ('OK')	image/gif	etag:%2220f-35d860199f600%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/images/conv-fun.gif	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/images/conv-fun.gif	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:39	137/137	---M--	200	added ('OK')	text/html	etag:%2289-356b2e5d15280%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/b7-1.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/b7-1.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:39	138/138	---M--	200	added ('OK')	text/html	etag:%228a-356b2e5d15280%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/b8-1.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/b8-1.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:39	139/139	---M--	200	added ('OK')	text/html	etag:%228b-356b2e5d15280%22	https://www.cis.rit.edu/htbooks/nmr/chap-2/b9-1.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-2/b9-1.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-2/chap-2.htm)
10:44:39	276/276	---M--	200	added ('OK')	text/html	etag:%22114-356b2ea58fd80%22	https://www.cis.rit.edu/htbooks/nmr/chap-3/c1-1.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-3/c1-1.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-3/chap-3.htm)
10:44:40	281/281	---M--	200	added ('OK')	text/html	etag:%22119-356b2ea58fd80%22	https://www.cis.rit.edu/htbooks/nmr/chap-3/c1-2.htm	D:/My%20Web%20Sites/The%20Basics%20of%20NMR/www.cis.rit.edu/htbooks/nmr/chap-3/c1-2.html	(from https://www.cis.rit.edu/htbooks/nmr/chap-3/chap-3.htm)
